YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2016,4,27,0,32.5,26.6,74,2,180
2016,4,28,28.4,34.5,26,75,2,180
2016,4,29,-1,35.2,26,71,2,180
2016,4,30,0.2,35,25.9,77,2,360
2016,5,1,0,33.8,26.1,76,2,360
2016,5,2,-1,34.3,26.2,78,2,360
2016,5,3,-1,33.8,26,77,2,360
2016,5,4,0.4,36.3,25.8,71,3,360
2016,5,5,0,35,25.8,69,2,360
2016,5,6,0,34.2,25.8,68,2,360
2016,5,7,0,33.9,27.1,73,2,360
2016,5,8,0,35.7,25.5,74,2,360
2016,5,9,0,35.6,26.2,69,3,360
2016,5,10,0.6,36.8,26,72,3,40
2016,5,11,0.4,35.8,27,73,2,40
2016,5,12,-1,35.2,26.8,72,2,360
2016,5,13,0,35.5,27.2,68,2,360
2016,5,14,5.8,34,26.9,77,2,360
2016,5,15,20.6,34.2,25.9,82,2,360
2016,5,16,0.2,34.3,25.6,78,2,360
2016,5,17,0,34.1,26.8,75,2,40
2016,5,18,8.6,35,26,76,2,180
2016,5,19,28.8,34.7,25.8,76,2,220
2016,5,20,4,33.5,25.1,81,2,360
2016,5,21,1.5,34,26.1,76,2,180
2016,5,22,12,33,26.5,80,2,180
2016,5,23,8.8,30.4,26,85,2,200
2016,5,24,1.6,33.9,25.2,79,2,180
2016,5,25,0.4,33,26.7,82,2,180
2016,5,26,-1,34,26.2,82,1,40
2016,5,27,2,33.9,26.4,80,1,180
2016,5,28,3,31.6,25.1,86,1,360
2016,5,29,-1,34.1,26.1,78,2,180
2016,5,30,2.6,32.7,26,84,2,180
2016,5,31,0,33.9,26,75,2,180
2016,6,1,35.4,33,26,78,2,180
2016,6,2,3,31.6,25.7,81,2,180
2016,6,3,4,34.4,26.6,79,2,180
2016,6,4,-1,33,25.5,78,2,180
2016,6,5,1.6,34.2,24,80,2,360
2016,6,6,1,34.7,24.5,78,2,340
2016,6,7,0,33.8,25.4,77,2,20
2016,6,8,4,34.4,25.6,78,2,180
2016,6,9,0.2,32.9,26.2,83,1,180
2016,6,10,18,34.2,24.8,80,2,40
2016,6,11,0,33.9,26.1,80,2,180
2016,6,12,0.8,33,25.4,80,1,180
2016,6,13,3.8,33.4,24.9,84,1,180
2016,6,14,0,34.4,27,76,2,160
2016,6,15,15.2,33.5,25.8,79,2,180
2016,6,16,3.6,34.3,25.3,80,1,340
2016,6,17,39.2,33.6,25.7,81,2,360
2016,6,18,0.3,31.8,26,83,1,360
2016,6,19,0.4,33,26,82,2,180
2016,6,20,18.9,33.7,25.2,88,2,40
2016,6,21,21,32.1,23.8,86,2,340
2016,6,22,0,32.6,26,80,2,180
2016,6,23,-1,32.2,25,84,1,360
2016,6,24,12.7,32.3,24,82,2,360
2016,6,25,2,31.5,24,84,2,360
2016,6,26,0.2,32,25.6,82,1,180
2016,6,27,1.8,33,24.8,83,2,40
2016,6,28,1,30.6,25.5,85,2,40
2016,6,29,0.6,33.6,25,80,2,360
2016,6,30,0,32.7,25.6,84,1,340
2016,7,1,-1,32.6,25.4,82,1,180
2016,7,2,4.2,32.8,24.9,81,2,180
2016,7,3,-1,33.8,25.9,78,1,180
2016,7,4,0,34.1,26,77,2,140
2016,7,5,0,33,26.2,78,2,180
2016,7,6,10.8,33.5,26.6,78,2,180
2016,7,7,0,32,25,81,2,180
2016,7,8,0,32.5,26.3,80,2,180
2016,7,9,12.4,33.3,24.2,79,2,180
2016,7,10,0,33.1,25,81,2,360
2016,7,11,1.4,32.8,26.4,83,2,180
2016,7,12,0.4,30.6,25.4,86,1,40
2016,7,13,1,33,25,78,2,180
2016,7,14,0,32.8,25.8,79,2,180
2016,7,15,0,33.4,24.3,77,2,360
2016,7,16,-1,34,24.9,76,2,180
2016,7,17,0,33.3,25.5,75,2,200
2016,7,18,0,34.1,25.4,74,2,40
2016,7,19,1,32.1,24.7,86,1,270
2016,7,20,0,33,25,76,2,180
2016,7,21,0,33.8,25.3,72,2,180
2016,7,22,3.4,33.1,26.8,75,2,180
2016,7,23,-1,33.9,25.4,77,2,180
2016,7,24,16,34.7,25.1,74,2,180
2016,7,25,3.6,34.3,24.8,86,2,70
2016,7,26,0.2,33,24.8,80,2,40
2016,7,27,3.8,33,25.2,77,2,40
2016,7,28,6.6,32.6,25.1,83,2,180
2016,7,29,1.1,31.2,25.4,85,2,180
2016,7,30,2.7,31.8,25,83,2,180
2016,7,31,-1,31.9,26.5,76,3,210
2016,8,1,18.6,32.7,25,78,2,180
2016,8,2,0.6,33.9,25,78,2,20
2016,8,3,0.4,30.7,25,82,1,360
2016,8,4,0.4,30,25.8,89,1,180
2016,8,5,0,32.3,25.4,77,1,180
2016,8,6,-1,34.6,25.9,75,1,360
2016,8,7,0,33.6,27,72,2,180
2016,8,8,0,33.4,25.1,72,2,180
2016,8,9,0,33,27.2,75,3,180
2016,8,10,0,33.7,26,71,3,180
2016,8,11,0,33.2,24.8,75,2,180
2016,8,12,0,34.2,26.4,74,2,180
2016,8,13,0,33.7,27.2,77,2,180
2016,8,14,1.6,33.4,26.6,78,2,180
2016,8,15,0,33.3,27,77,3,140
2016,8,16,0,34.5,26,66,2,180
2016,8,17,0,34.7,26.3,73,2,180
2016,8,18,0,35,26,73,2,180
2016,8,19,0,34.2,26,75,2,180
2016,8,20,8.6,34,25.6,76,2,180
2016,8,21,0,33.4,26.2,77,2,180
2016,8,22,4.2,33.8,26,79,2,180
2016,8,23,0,33.5,24.7,76,1,40
2016,8,24,-1,34.5,27.4,74,3,180
2016,8,25,0,33.2,27.2,77,2,180
2016,8,26,-1,33.1,25.7,80,2,180
2016,8,27,0.2,34,25.2,78,2,180
2016,8,28,-1,31.7,25.1,83,1,180
2016,8,29,0,33.6,26.1,76,2,180
2016,8,30,0,33.8,25.8,74,3,180
2016,8,31,0,33.6,25.4,76,3,180
2016,9,1,0.2,34.1,25.2,72,2,180
2016,9,2,0,34.3,26,76,2,180
2016,9,3,29,34.2,24.6,75,2,180
2016,9,4,0.4,34,25.7,77,2,180
2016,9,5,0,33.6,24.6,79,2,160
2016,9,6,0.8,33.5,25,79,1,360
2016,9,7,3.2,32.1,24.1,82,2,360
2016,9,8,-1,33.2,25.2,81,1,360
2016,9,9,-1,33.5,26,77,2,180
2016,9,10,32.8,34.8,23.7,80,2,180
2016,9,11,0,33,25.1,79,2,180
2016,9,12,1.4,33,25.1,79,2,40
2016,9,13,3.4,33,24.3,82,2,180
2016,9,14,4.8,33.9,24.8,80,2,180
2016,9,15,0,32.7,26,79,1,180
2016,9,16,-1,33,24.8,82,1,180
2016,9,17,0,33,25,79,2,180
2016,9,18,1.6,33.7,25,78,2,180
2016,9,19,38.6,32.8,24.5,84,2,180
2016,9,20,-1,31.1,25.3,85,1,180
2016,9,21,0,32,25.4,81,2,180
2016,9,22,-1,33.1,25,77,2,20
2016,9,23,63.2,33.4,24,77,2,360
2016,9,24,0,33.8,25.1,81,2,180
2016,9,25,-1,34.2,24.7,75,1,360
2016,9,26,0,33.5,25,73,2,160
2016,9,27,0.8,32.7,25.1,76,2,180
2016,9,28,45.4,33.3,24.5,82,2,180
2016,9,29,1.6,30.1,25.9,87,1,220
2016,9,30,-1,31.3,26,84,1,180
2016,10,1,19,32.8,24.7,83,1,180
2016,10,2,0,32.6,25.7,85,1,180
2016,10,3,48,32,24.9,88,2,360
2016,10,4,4.8,30.8,24.2,90,1,70
2016,10,5,0.8,31.6,24.6,87,1,180
2016,10,6,8.8,32.6,24.2,82,2,220
2016,10,7,0.5,33.3,24.8,82,2,40
2016,10,8,17.2,35.9,24.8,78,2,40
2016,10,9,59,35.1,24.1,81,2,40
2016,10,10,0.4,32.8,24.8,83,2,40
2016,10,11,57.8,32.2,25,84,2,180
2016,10,12,2.8,33,24.4,84,1,360
2016,10,13,0,33,25,81,1,360
2016,10,14,-1,34,26.2,77,1,40
2016,10,15,0,34,25.1,79,1,90
2016,10,16,0.8,33,25.1,77,1,180
2016,10,17,0.8,34,25.6,80,2,180
2016,10,18,26.7,35,24.8,82,1,180
2016,10,19,0,33,26,79,2,160
2016,10,20,11.1,33.2,24.8,80,1,360
2016,10,21,-1,33,25.3,81,2,360
2016,10,22,0.1,33.9,26,78,2,180
2016,10,23,-1,33.7,25.8,79,2,40
2016,10,24,0.6,34.2,25.5,77,2,200
2016,10,25,28.4,33.7,25.2,81,2,40
2016,10,26,7.4,31,24.4,86,2,40
2016,10,27,4,31.6,25.6,84,2,20
2016,10,28,4.8,31.8,25.6,84,1,20
2016,10,29,16.2,33.4,24.2,82,2,40
2016,10,30,62.2,32.4,24.5,87,1,40
2016,10,31,4.8,33,24.7,85,2,340
2016,11,1,44.6,32.2,24.4,86,2,360
2016,11,2,6.6,31.7,24.7,85,1,360
2016,11,3,1,30.7,24.8,89,1,70
2016,11,4,0.6,31.5,26,82,1,70
2016,11,5,3.8,30.7,25,85,2,20
2016,11,6,0,29.9,25,85,2,20
2016,11,7,0,32,24.2,78,2,40
2016,11,8,0,33,25,75,3,360
2016,11,9,0,33,25,71,2,20
2016,11,10,0,32.8,25,71,1,40
2016,11,11,66.4,33.2,25,79,2,70
2016,11,12,0,32.3,25.3,77,1,70
2016,11,13,0,31.8,24,83,2,360
2016,11,14,0,33,25.4,77,1,40
2016,11,15,25.8,33,24.8,82,2,200
2016,11,16,0.8,34,25.2,80,2,70
2016,11,17,3.2,30.6,25,90,2,360
2016,11,18,1.6,28.2,24.6,91,1,20
2016,11,19,1.4,32.9,25.1,80,2,360
2016,11,20,0,31.3,24.6,83,1,20
2016,11,21,0.2,33.1,25.1,78,2,360
2016,11,22,5,33.6,25.2,77,3,20
2016,11,23,3.2,28.9,24.7,91,2,360
2016,11,24,0,29,24.2,84,1,20
2016,11,25,5.6,33.7,26,80,1,180
2016,11,26,29.8,33,23.6,86,2,70
2016,11,27,3.8,32.9,24.9,81,1,70
2016,11,28,-1,34.2,25.6,77,3,40
2016,11,29,3,31,24,86,2,360
2016,11,30,0,31.8,25,85,1,20
2016,12,1,15.4,33,25,82,2,40
2016,12,2,0,32.8,25.1,81,2,360
2016,12,3,9.2,31,25,87,2,70
2016,12,4,7.2,27.7,24,92,1,360
2016,12,5,0,31,24.9,80,1,40
2016,12,6,9.2,31,24.3,83,1,40
2016,12,7,1.4,31.7,25.2,84,1,70
2016,12,8,10.2,33,24.6,82,2,200
2016,12,9,0,33.4,25.6,81,2,200
2016,12,10,16.2,34,24.6,81,2,70
2016,12,11,0.2,33,25.7,79,1,200
2016,12,12,3.4,33.1,25,81,2,200
2016,12,13,-1,33.6,24,81,2,20
2016,12,14,3,28.4,23.8,87,1,70
2016,12,15,2,31.1,24.8,84,1,20
2016,12,16,0.6,29.3,24.8,89,1,20
2016,12,17,1.2,31,24.8,88,2,20
2016,12,18,0.2,29,24.8,88,2,20
2016,12,19,6,30.8,23.6,84,2,40
2016,12,20,0,33,23,76,2,40
2016,12,21,0,31.5,25,83,2,20
2016,12,22,0.5,31.2,24.8,85,1,360
2016,12,23,4.6,30.4,24.8,86,1,70
2016,12,24,29.3,33.8,25.8,79,2,70
2016,12,25,1.6,32.2,26.1,83,2,200
2016,12,26,-1,32.5,25.6,81,2,180
2016,12,27,1.6,33,25,80,2,70
2016,12,28,0,33.8,25.4,76,2,70
2016,12,29,0,33,25.6,74,2,70
2016,12,30,7.2,30.8,24.2,85,2,360
2016,12,31,6.8,28,24,89,2,360
2017,1,1,7.4,27.7,24.2,92,1,20
2017,1,2,86.2,29.7,23.9,86,2,20
2017,1,3,0,31.6,25,82,2,20
2017,1,4,11.6,29.7,24,81,2,360
2017,1,5,4.4,26.8,24.1,91,2,360
2017,1,6,21.4,26.8,23,91,2,360
2017,1,7,2,26.6,23.1,91,2,360
2017,1,8,0.6,30.7,24,83,1,180
2017,1,9,-1,32,25,81,1,20
2017,1,10,0,32.5,25.6,79,2,200
2017,1,11,0,32.8,25.4,78,2,20
2017,1,12,-1,32.1,24,79,2,20
2017,1,13,0,32.4,25,80,1,200
2017,1,14,0,33.1,24.6,79,2,200
2017,1,15,0.3,33.3,26.6,77,2,200
2017,1,16,4.4,33.6,24.2,78,2,360
2017,1,17,4.2,32,25.1,81,2,360
2017,1,18,19.2,31.8,24.8,84,2,360
2017,1,19,7.4,29.6,23.7,90,2,360
2017,1,20,0,31,24.8,82,2,20
2017,1,21,16.4,31,24.5,87,1,20
2017,1,22,5.2,32.2,24.4,83,2,20
2017,1,23,12.6,27.2,23.6,86,2,20
2017,1,24,11.4,27.7,24.2,88,3,360
2017,1,25,-1,31,24.4,76,3,360
2017,1,26,-1,31.1,24.2,75,3,360
2017,1,27,3.6,27.9,24.3,86,2,20
2017,1,28,1.1,28.7,24.6,85,2,20
2017,1,29,0.8,31.6,25.6,83,2,200
2017,1,30,19.2,31.5,23.4,84,2,200
2017,1,31,2.8,32.3,24.8,83,2,360
2017,2,1,10.6,32.2,23.9,84,2,360
2017,2,2,0,31.2,24,77,2,20
2017,2,3,2,29.6,24.4,86,2,360
2017,2,4,0,28.4,23,82,2,20
2017,2,5,17.6,33.1,25,79,2,70
2017,2,6,-1,34,25.5,76,2,40
2017,2,7,0,32.7,25.4,73,3,20
2017,2,8,7.2,33.8,25.3,75,2,70
2017,2,9,-1,32.2,24.8,76,2,40
2017,2,10,0,31.1,24.2,73,2,360
2017,2,11,0,31.8,23.5,76,3,20
2017,2,12,0,29.2,22,71,4,360
2017,2,13,0,30.3,22.2,75,4,360
2017,2,14,0.2,30,23.7,74,3,20
2017,2,15,132.2,26.1,23.4,90,2,20
2017,2,16,2,26,22.2,86,3,360
2017,2,17,-1,29.3,23,84,2,360
2017,2,18,4,32.4,24.7,83,2,70
2017,2,19,0,31.5,24.2,82,2,40
2017,2,20,1.6,31.1,23.4,80,2,360
2017,2,21,0,32.2,24,76,3,20
2017,2,22,-1,32.3,25,76,2,360
2017,2,23,35.4,30.6,24,85,2,40
2017,2,24,0.2,31.1,23.8,81,2,360
2017,2,25,-1,30.3,24,79,3,360
2017,2,26,3.2,30,24.9,82,2,360
2017,2,27,15.4,30.5,24.2,86,2,360
2017,2,28,0,32.7,24.6,70,3,20
2017,3,1,-1,33.6,25,74,2,360
2017,3,2,6.4,30.6,23.9,84,2,20
2017,3,3,-1,26.8,23.7,84,2,360
2017,3,4,0,32,24.6,73,2,20
2017,3,5,3.6,29.4,25,84,2,40
2017,3,6,10.8,26.7,24.2,90,3,20
2017,3,7,21.8,30.7,24.2,83,2,20
2017,3,8,4.6,30.2,25,82,3,360
2017,3,9,6.8,28,23.4,90,2,20
2017,3,10,6.2,31.8,24.4,80,2,20
2017,3,11,28.4,32,24,82,2,180
2017,3,12,13.2,32.6,24.1,82,2,180
2017,3,13,26.4,32,24.2,82,2,140
2017,3,14,20,32.6,23.4,82,2,360
2017,3,15,2.8,32.4,24.4,79,2,340
2017,3,16,0,31.8,23.6,80,2,340
2017,3,17,0.2,31.7,24,75,3,360
2017,3,18,0,32,24.6,74,3,360
2017,3,19,-1,32.7,25,74,3,360
2017,3,20,0,33.2,24.2,73,3,20
2017,3,21,0,33.3,25.3,72,3,180
2017,3,22,0,34,24,72,3,360
2017,3,23,0,34,23.2,71,2,360
2017,3,24,0,34,25,71,2,40
2017,3,25,0,33.6,25.1,69,3,70
2017,3,26,2.4,33.7,25.6,77,2,360
2017,3,27,1.2,32.8,25,74,3,360
2017,3,28,9.2,29.5,24.7,87,2,360
2017,3,29,0,33.8,25.8,74,3,360
2017,3,30,0.2,33,25.3,75,2,360
2017,3,31,6,31.6,25,83,1,40
2017,4,1,0.2,31.3,24.3,80,2,70
2017,4,2,0,31.6,24.1,77,2,360
2017,4,3,0.4,31.9,24.7,81,2,40
2017,4,4,0,32,25,79,2,20
2017,4,5,16.2,30.6,24.6,83,2,20
2017,4,6,-1,32.3,25.3,78,1,40
2017,4,7,13.6,33.2,25.1,77,1,70
2017,4,8,0,33.2,24,75,2,70
2017,4,9,0,33.8,24.6,72,2,20
2017,4,10,1,34.3,24.6,74,2,40
2017,4,11,0,34.7,25.3,73,2,40
2017,4,12,0,33.8,25.7,73,2,360
2017,4,13,18,33,25,80,2,360
2017,4,14,0,32,26.3,78,2,360
2017,4,15,0,32.6,26,78,2,180
2017,4,16,0,32.9,25.4,78,2,360
2017,4,17,0,34.4,24.4,76,2,70
2017,4,18,-1,34.5,26.3,71,2,180
2017,4,19,0.2,34.1,26.8,72,2,180
2017,4,20,-1,34.1,25.2,73,2,200
2017,4,21,-1,32.9,26.1,75,1,200
2017,4,22,70.4,32.2,24,79,2,180
2017,4,23,-1,33.3,24.6,80,1,40
2017,4,24,0,34.4,25.6,74,2,70
2017,4,25,1,34.7,25.8,72,2,70
2017,4,26,9,33.3,26.3,75,2,180
2017,4,27,57.2,32,25.2,78,2,200
2017,4,28,3.8,33,25.3,81,1,360
2017,4,29,1.2,32.7,26,80,1,200
2017,4,30,-1,32,26.2,79,1,200
2017,5,1,14.8,33.2,26,79,2,180
2017,5,2,8,34,25.2,80,2,40
2017,5,3,51.8,32.5,24.4,82,2,70
2017,5,4,0,33.1,25.4,79,2,40
2017,5,5,1.6,34.3,26,79,1,40
2017,5,6,3,32,24.4,82,2,20
2017,5,7,13.8,33.7,25.8,79,2,40
2017,5,8,60,31.8,24.8,85,2,20
2017,5,9,7.6,32.9,25.6,83,2,40
2017,5,10,-1,32.6,25.8,81,2,20
2017,5,11,10.2,32.1,25.2,83,2,360
2017,5,12,0.2,32.1,26.6,80,1,40
2017,5,13,19.2,32,25,88,2,20
2017,5,14,0.2,33.3,26.2,77,2,70
2017,5,15,71.6,33.5,25.1,80,2,180
2017,5,16,15.6,32.4,25.7,82,1,40
2017,5,17,2.2,32,27.2,79,2,180
2017,5,18,4.8,34,26.2,78,1,180
2017,5,19,0.8,33,26.2,78,2,200
2017,5,20,31.6,32.3,25.8,80,2,200
2017,5,21,8.8,32,25,81,2,180
2017,5,22,4,31.1,25.9,83,2,200
2017,5,23,1.8,32.9,25,79,2,200
2017,5,24,0.6,33.1,26,78,2,180
2017,5,25,-1,32,26,83,1,200
2017,5,26,2.4,31.8,26.5,81,1,180
2017,5,27,2.2,32.8,26.6,79,2,180
2017,5,28,0,33.1,27,76,2,180
2017,5,29,0,34,26.5,75,2,70
2017,5,30,14,32.7,25,86,1,70
2017,5,31,5.4,33,26.6,77,2,180
2017,6,1,0,30.9,25.3,83,2,180
2017,6,2,0,33,26.8,75,2,200
2017,6,3,0,33.6,26.6,78,3,180
2017,6,4,25.4,33.8,24.8,82,2,200
2017,6,5,4,32.7,24.8,78,1,140
2017,6,6,54.8,34,24.8,75,2,180
2017,6,7,16.6,30.8,25,84,1,20
2017,6,8,7.4,31.4,24.8,84,1,40
2017,6,9,3.6,32,25.3,81,2,180
2017,6,10,0,33.3,26.1,76,1,180
2017,6,11,6.2,34,26,76,2,180
2017,6,12,0.4,31.3,24.9,84,1,360
2017,6,13,0,32.7,25.7,77,2,180
2017,6,14,-1,32.6,25.3,77,1,70
2017,6,15,0.8,28.1,24.2,85,1,180
2017,6,16,0,32,25.9,79,1,40
2017,6,17,12,32.9,24,78,2,180
2017,6,18,-1,32.7,25.1,79,1,40
2017,6,19,-1,31.8,24.9,81,2,180
2017,6,20,0,32.7,25,77,2,180
2017,6,21,7.2,31.9,25.4,81,2,80
2017,6,22,-1,32.1,25.3,77,1,80
2017,6,23,5.8,33.7,24.1,75,2,180
2017,6,24,0,32.2,25.3,79,1,160
2017,6,25,1,33.5,25,74,1,180
2017,6,26,-1,32.8,24.9,79,2,70
2017,6,27,0.6,33.4,24.8,76,2,180
2017,6,28,0,34,26.6,71,2,160
2017,6,29,3.8,30.7,24.2,82,2,40
2017,6,30,72.4,33.8,24.4,76,2,360
2017,7,1,0.8,32,25,80,2,200
2017,7,2,2.6,30.7,24.9,82,1,200
2017,7,3,0.4,31,25.9,80,1,160
2017,7,4,0,32,24.7,81,2,180
2017,7,5,1.2,33,25,78,2,40
2017,7,6,64,31.6,23.3,83,1,40
2017,7,7,-1,31.3,24.5,82,1,70
2017,7,8,2.6,32,23.7,77,2,180
2017,7,9,0,32,25,77,2,180
2017,7,10,10.4,33.4,24.6,78,2,70
2017,7,11,-1,32,24.7,78,2,180
2017,7,12,0,32.6,25.3,77,2,180
2017,7,13,-1,32,25.3,79,2,200
2017,7,14,2.4,32.7,24.6,84,2,200
2017,7,15,0.8,33,24.8,77,1,40
2017,7,16,0.2,33.4,25.2,80,2,360
2017,7,17,14.1,32.6,25.1,82,2,20
2017,7,18,3.2,32.1,24.4,83,2,320
2017,7,19,2.6,31.7,25.4,80,2,200
2017,7,20,1,30.8,25.7,79,1,180
2017,7,21,-1,31.7,26.2,75,1,200
2017,7,22,0.6,28.5,24.5,83,1,360
2017,7,23,0,32.8,25.1,73,2,360
2017,7,24,0,33.3,26,72,1,160
2017,7,25,-1,32.6,25.3,82,2,160
2017,7,26,0,33.8,26,75,2,180
2017,7,27,0,32.8,26.4,77,3,180
2017,7,28,0.4,32.5,26.4,78,2,180
2017,7,29,-1,33.1,25,79,2,180
2017,7,30,0.2,33.3,26.9,77,2,180
2017,7,31,2.8,32.8,25.6,79,2,180
2017,8,1,0,32.3,26,81,1,160
2017,8,2,7,31.9,24.7,82,2,180
2017,8,3,0,32.8,25.8,73,1,180
2017,8,4,60.2,33.3,25,79,2,200
2017,8,5,9.6,32,25,83,2,180
2017,8,6,11.6,34.1,26.1,76,1,40
2017,8,7,-1,32,25.3,79,2,200
2017,8,8,0.6,31.6,25.8,79,3,180
2017,8,9,3,32.7,24,81,2,320
2017,8,10,0,32,24.8,79,2,200
2017,8,11,0.2,33.2,24.8,76,2,70
2017,8,12,-1,32,25.1,79,1,200
2017,8,13,0.8,32.3,25.1,78,2,180
2017,8,14,-1,29.2,25,86,1,180
2017,8,15,5.8,30,24,85,1,180
2017,8,16,10,32.3,25,78,1,70
2017,8,17,-1,32.8,26.2,77,2,180
2017,8,18,27.2,33,23.8,78,2,200
2017,8,19,0,31,24.7,84,1,200
2017,8,20,0,32.1,25.1,79,1,220
2017,8,21,4,32,25.1,80,2,180
2017,8,22,-1,31,25.3,84,1,160
2017,8,23,53,31.9,24,85,2,180
2017,8,24,0.2,31.2,24,84,1,180
2017,8,25,14.8,32.1,24.5,80,2,200
2017,8,26,1,31.4,25,83,2,180
2017,8,27,2.2,32.6,24.6,86,1,140
2017,8,28,0.5,32.7,23.8,81,2,70
2017,8,29,0,32.8,25.2,73,3,180
2017,8,30,8.6,34,26.2,76,2,180
2017,8,31,4.6,33.6,25,79,2,200
2017,9,1,0.2,33.9,25.6,77,2,180
2017,9,2,0.8,33.3,26.5,78,3,180
2017,9,3,5.8,32.7,25,81,2,180
2017,9,4,-1,32.2,24.6,80,1,180
2017,9,5,2.2,32.6,24.8,75,2,180
2017,9,6,0.4,32.8,26,76,2,180
2017,9,7,40.8,33.8,24.8,81,2,200
2017,9,8,-1,32.1,26,81,1,200
2017,9,9,19.2,34,24,78,2,180
2017,9,10,0,33.5,24.8,78,2,160
2017,9,11,30.8,33.6,24.5,78,2,180
2017,9,12,1,31.8,25,82,2,180
2017,9,13,4,31.3,25.8,79,1,200
2017,9,14,64.2,32.2,24,80,2,200
2017,9,15,0.2,32.2,24.6,82,1,360
2017,9,16,23.6,33.9,24,80,2,180
2017,9,17,0,32.2,25.4,78,2,180
2017,9,18,0.2,32,25.6,79,2,180
2017,9,19,0.2,33.7,26.2,77,2,180
2017,9,20,25.8,34,24.6,79,2,180
2017,9,21,1.6,-999,-999,88,1,70
2017,9,22,6,-999,-999,82,1,200
2017,9,23,0,-999,-999,73,2,70
2017,9,24,1.8,-999,-999,83,2,20
2017,9,25,8.4,-999,-999,80,2,180
2017,9,26,0.4,-999,-999,78,2,340
2017,9,27,0.4,-999,-999,82,2,200
2017,9,28,3,-999,-999,80,1,240
2017,9,29,39.2,-999,-999,86,1,70
2017,9,30,0,-999,-999,80,2,180
2017,10,1,0.6,32.4,24.3,79,2,180
2017,10,2,0.2,32.4,24.3,78,2,180
2017,10,3,-1,31.9,24,82,2,180
2017,10,4,-1,33,24.6,79,2,200
2017,10,5,68.4,32.8,23.6,82,2,180
2017,10,6,-1,33.3,23.5,78,1,340
2017,10,7,-1,32.3,25.2,79,2,180
2017,10,8,0.4,32.6,24.7,80,2,180
2017,10,9,0,33.5,23.6,79,2,340
2017,10,10,0,34.1,24.8,73,2,70
2017,10,11,0,33.7,24.3,76,2,200
2017,10,12,6.6,34,25.7,75,2,200
2017,10,13,-1,33.6,24.7,77,2,200
2017,10,14,17.6,31.8,24.8,84,1,180
2017,10,15,2.4,31.7,23.6,81,2,20
2017,10,16,2.4,33.8,24.5,76,3,20
2017,10,17,3.8,32.5,24.1,78,1,70
2017,10,18,2.9,31.2,24.9,88,1,70
2017,10,19,0,34.3,27.4,71,3,180
2017,10,20,0,34.6,24.7,70,3,180
2017,10,21,-1,33.8,24.4,79,2,180
2017,10,22,0.2,33.7,24.7,79,1,90
2017,10,23,0,34.3,25.1,72,2,40
2017,10,24,1.6,32.3,24.3,78,2,360
2017,10,25,7.4,32.6,24.2,77,2,40
2017,10,26,0,31.9,24.2,80,1,180
2017,10,27,-1,32.6,24.2,78,2,180
2017,10,28,27.8,34.3,23.9,79,2,40
2017,10,29,19.4,32.8,23.9,79,2,40
2017,10,30,7.4,33.9,23.5,79,2,20
2017,10,31,6.2,32.7,24.6,78,2,180
2017,11,1,30.2,33,24.2,81,1,200
2017,11,2,0.1,32.6,24.5,79,2,40
2017,11,3,10.2,33.7,24.6,75,2,70
2017,11,4,2.3,35,25.5,77,2,70
2017,11,5,23.2,33.4,24.1,83,2,200
2017,11,6,2,32.2,24.8,82,2,40
2017,11,7,-1,31.8,24.9,82,2,20
2017,11,8,0,31.3,23.6,82,1,20
2017,11,9,0,33.1,25.6,77,1,200
2017,11,10,4.4,34,24.9,83,2,360
2017,11,11,13.8,30.1,24,84,2,360
2017,11,12,-1,29.3,23.9,83,2,20
2017,11,13,0,33.7,24.4,78,2,40
2017,11,14,0.3,34.4,25,77,2,40
2017,11,15,8.6,29,24,84,2,360
2017,11,16,18.6,29.1,24,88,1,40
2017,11,17,0,32,24,80,1,180
2017,11,18,0.4,33.3,24.5,79,1,40
2017,11,19,1.6,32.7,24.7,86,2,360
2017,11,20,9.8,29.7,24.2,84,2,20
2017,11,21,0.7,27.5,24.2,90,1,360
2017,11,22,0,33.6,24.2,76,2,20
2017,11,23,0,33,25.8,76,2,20
2017,11,24,2.6,33.4,25.1,74,2,40
2017,11,25,3.5,30,25.2,88,1,20
2017,11,26,6.2,30,24.8,89,2,360
2017,11,27,0,33,24.2,80,2,360
2017,11,28,-1,34.2,25.8,75,3,360
2017,11,29,0,33.5,25,75,2,40
2017,11,30,0,33.7,25,77,2,20
2017,12,1,0,34.1,26.1,76,2,70
2017,12,2,0.4,34,26,76,2,20
2017,12,3,0,33.9,24.8,80,2,20
2017,12,4,0,34.6,25.8,74,3,40
2017,12,5,109.8,35,24.4,72,2,70
2017,12,6,31,34.7,24.4,75,2,180
2017,12,7,0,33.4,25.2,74,1,40
2017,12,8,24.4,33.5,24.3,78,1,180
2017,12,9,0.2,33,25.2,79,2,20
2017,12,10,5,32.9,25,81,2,40
2017,12,11,20.2,29.7,24.7,84,1,40
2017,12,12,18,31.6,24.2,87,1,40
2017,12,13,31,31.2,25.2,85,1,180
2017,12,14,1.8,29.1,25,89,1,200
2017,12,15,0,33.2,25,69,2,360
2017,12,16,0,34.2,25,68,1,100
2017,12,17,0,34.4,24,71,2,40
2017,12,18,-1,34,25.9,71,2,40
2017,12,19,12.8,33.8,24.4,78,2,40
2017,12,20,0,33.7,25.6,75,3,20
